Set ID	Set N	Kuiper p-value (vs. background)	Kuiper q-value (vs. background)	Kuiper p-value (vs. uniform)	Kuiper q-value (vs. uniform)	Vector-average magnitude	Vector-average value
GOBP_PRIMITIVE_HEMOPOIESIS	0	NA	NA	NA	NA	NA	NA
GOBP_REGULATION_OF_NEUROMUSCULAR_JUNCTION_DEVELOPMENT	0	NA	NA	NA	NA	NA	NA
GOBP_URETER_MORPHOGENESIS	0	NA	NA	NA	NA	NA	NA
GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	0	NA	NA	NA	NA	NA	NA
GOBP_NEUTROPHIL_MEDIATED_KILLING_OF_GRAM_NEGATIVE_BACTERIUM	0	NA	NA	NA	NA	NA	NA
GOBP_HAIR_CYCLE_PHASE	0	NA	NA	NA	NA	NA	NA
GOBP_POSITIVE_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE	0	NA	NA	NA	NA	NA	NA
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_CLUSTERING	0	NA	NA	NA	NA	NA	NA
GOBP_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	0	NA	NA	NA	NA	NA	NA
GOBP_REGULATION_OF_SECONDARY_HEART_FIELD_CARDIOBLAST_PROLIFERATION	0	NA	NA	NA	NA	NA	NA
GOBP_RENAL_FILTRATION	0	NA	NA	NA	NA	NA	NA
GOBP_PROTEIN_DEPALMITOYLATION	0	NA	NA	NA	NA	NA	NA
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION_IN_RESPONSE_TO_STRESS	0	NA	NA	NA	NA	NA	NA
GOBP_CELLULAR_RESPONSE_TO_LEUCINE	0	NA	NA	NA	NA	NA	NA
GOBP_AUTOPHAGIC_CELL_DEATH	0	NA	NA	NA	NA	NA	NA
GOBP_CELLULAR_RESPONSE_TO_PH	0	NA	NA	NA	NA	NA	NA
GOBP_G_PROTEIN_COUPLED_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY	0	NA	NA	NA	NA	NA	NA
GOBP_MESENCHYMAL_TO_EPITHELIAL_TRANSITION	0	NA	NA	NA	NA	NA	NA
GOBP_EXOCRINE_PANCREAS_DEVELOPMENT	0	NA	NA	NA	NA	NA	NA
GOBP_AGGRESSIVE_BEHAVIOR	0	NA	NA	NA	NA	NA	NA
GOBP_CALCIUM_ION_IMPORT_INTO_CYTOSOL	0	NA	NA	NA	NA	NA	NA
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM	0	NA	NA	NA	NA	NA	NA
