Set ID	Set N	Kuiper p-value (vs. background)	Kuiper q-value (vs. background)	Kuiper p-value (vs. uniform)	Kuiper q-value (vs. uniform)	Vector-average magnitude	Vector-average value
REACTOME_SIGNALING_BY_CTNNB1_PHOSPHO_SITE_MUTANTS	0	NA	NA	NA	NA	NA	NA
GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_DN	0	NA	NA	NA	NA	NA	NA
NELSON_RESPONSE_TO_ANDROGEN_DN	0	NA	NA	NA	NA	NA	NA
BIOCARTA_PLK3_PATHWAY	0	NA	NA	NA	NA	NA	NA
REACTOME_INTESTINAL_ABSORPTION	0	NA	NA	NA	NA	NA	NA
REACTOME_BETA_DEFENSINS	0	NA	NA	NA	NA	NA	NA
HOFFMANN_IMMATURE_TO_MATURE_B_LYMPHOCYTE_UP	0	NA	NA	NA	NA	NA	NA
PID_THROMBIN_PAR4_PATHWAY	0	NA	NA	NA	NA	NA	NA
REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE	0	NA	NA	NA	NA	NA	NA
REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA	0	NA	NA	NA	NA	NA	NA
REACTOME_TOXICITY_OF_BOTULINUM_TOXIN_TYPE_D_BOTD	0	NA	NA	NA	NA	NA	NA
VANHARANTA_UTERINE_FIBROID_UP	0	NA	NA	NA	NA	NA	NA
BAKKER_FOXO3_TARGETS_UP	0	NA	NA	NA	NA	NA	NA
CHEOK_RESPONSE_TO_HD_MTX_UP	0	NA	NA	NA	NA	NA	NA
WP_INFLAMMATORY_RESPONSE_PATHWAY	0	NA	NA	NA	NA	NA	NA
FINETTI_BREAST_CANCERS_KINOME_GRAY	0	NA	NA	NA	NA	NA	NA
BIOCARTA_WNT_LRP6_PATHWAY	0	NA	NA	NA	NA	NA	NA
CHANGOLKAR_H2AFY_TARGETS_DN	0	NA	NA	NA	NA	NA	NA
HOFFMANN_SMALL_PRE_BII_TO_IMMATURE_B_LYMPHOCYTE_DN	0	NA	NA	NA	NA	NA	NA
REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY	0	NA	NA	NA	NA	NA	NA
MARSON_FOXP3_TARGETS_STIMULATED_DN	0	NA	NA	NA	NA	NA	NA
SAMOLS_TARGETS_OF_KHSV_MIRNAS_UP	0	NA	NA	NA	NA	NA	NA
REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3	0	NA	NA	NA	NA	NA	NA
MALIK_REPRESSED_BY_ESTROGEN	0	NA	NA	NA	NA	NA	NA
MELLMAN_TUT1_TARGETS_UP	0	NA	NA	NA	NA	NA	NA
NEWMAN_ERCC6_TARGETS_DN	0	NA	NA	NA	NA	NA	NA
WP_REGULATION_OF_APOPTOSIS_BY_PARATHYROID_HORMONERELATED_PROTEIN	0	NA	NA	NA	NA	NA	NA
ANDERSEN_LIVER_CANCER_KRT19_UP	0	NA	NA	NA	NA	NA	NA
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	0	NA	NA	NA	NA	NA	NA
REACTOME_REGULATION_OF_RAS_BY_GAPS	0	NA	NA	NA	NA	NA	NA
KIM_MYCL1_AMPLIFICATION_TARGETS_DN	0	NA	NA	NA	NA	NA	NA
HE_PTEN_TARGETS_UP	0	NA	NA	NA	NA	NA	NA
WP_MAMMALIAN_DISORDER_OF_SEXUAL_DEVELOPMENT	0	NA	NA	NA	NA	NA	NA
REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION	0	NA	NA	NA	NA	NA	NA
REACTOME_ALK_MUTANTS_BIND_TKIS	0	NA	NA	NA	NA	NA	NA
WP_SCFA_AND_SKELETAL_MUSCLE_SUBSTRATE_METABOLISM	0	NA	NA	NA	NA	NA	NA
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION	0	NA	NA	NA	NA	NA	NA
REACTOME_SULFUR_AMINO_ACID_METABOLISM	0	NA	NA	NA	NA	NA	NA
KEGG_PROTEIN_EXPORT	0	NA	NA	NA	NA	NA	NA
DORN_ADENOVIRUS_INFECTION_12HR_UP	0	NA	NA	NA	NA	NA	NA
REACTOME_SUPPRESSION_OF_PHAGOSOMAL_MATURATION	0	NA	NA	NA	NA	NA	NA
WANG_RESPONSE_TO_FORSKOLIN_DN	0	NA	NA	NA	NA	NA	NA
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	0	NA	NA	NA	NA	NA	NA
PASTURAL_RIZ1_TARGETS_DN	0	NA	NA	NA	NA	NA	NA
OZEN_MIR125B1_TARGETS	0	NA	NA	NA	NA	NA	NA
REACTOME_CHYLOMICRON_REMODELING	0	NA	NA	NA	NA	NA	NA
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	0	NA	NA	NA	NA	NA	NA
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_LATE_UP	0	NA	NA	NA	NA	NA	NA
STARK_HYPPOCAMPUS_22Q11_DELETION_DN	0	NA	NA	NA	NA	NA	NA
REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS	0	NA	NA	NA	NA	NA	NA
PIONTEK_PKD1_TARGETS_DN	0	NA	NA	NA	NA	NA	NA
WP_TRIACYLGLYCERIDE_SYNTHESIS	0	NA	NA	NA	NA	NA	NA
FIGUEROA_AML_METHYLATION_CLUSTER_4_DN	0	NA	NA	NA	NA	NA	NA
WP_MED_AND_PSEUDOACHONDROPLASIA_GENES	0	NA	NA	NA	NA	NA	NA
REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER	0	NA	NA	NA	NA	NA	NA
YAMANAKA_GLIOBLASTOMA_SURVIVAL_DN	0	NA	NA	NA	NA	NA	NA
REACTOME_PLASMA_LIPOPROTEIN_REMODELING	0	NA	NA	NA	NA	NA	NA
BIOCARTA_MRP_PATHWAY	0	NA	NA	NA	NA	NA	NA
NOUZOVA_TRETINOIN_AND_H4_ACETYLATION	0	NA	NA	NA	NA	NA	NA
BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_UP	0	NA	NA	NA	NA	NA	NA
ZHAN_MULTIPLE_MYELOMA_SUBGROUPS	0	NA	NA	NA	NA	NA	NA
WP_MTHFR_DEFICIENCY	0	NA	NA	NA	NA	NA	NA
WP_SARSCOV2_AND_ACE2_RECEPTOR_MOLECULAR_MECHANISMS	0	NA	NA	NA	NA	NA	NA
REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES	0	NA	NA	NA	NA	NA	NA
